alaika,pala,asmenot,asmela,elkot,kumu,supu,rkyks,rkkot,raja,ahtas
2,85,5760,5760,1,1,1,1.69999980929995,68000,0,2
1,95,5196,23196,2,1,1,2.69999980929995,140000,0,2
15,80,792,792,2,0,1,3.19999980929995,82500,0,1
20,160,12900,12900,2,0,2,3.09999942779998,97500,0,3
0,70,6600,6600,2,0,2,2.69999980929995,110500,0,2
17,25,4176,16176,1,0,1,1.69999980929995,35000,1,2
38,75,576,576,1,1,2,1.69999980929995,59500,0,3
0,55,12000,12000,2,1,1,1,37000,0,2
17,57,11160,11160,1,0,1,2.69999980929995,113000,0,1
30,29,4896,4896,2,0,2,1,29000,0,1
5,34,2856,2856,2,0,1,1,37000,0,2
4,76,15000,15000,2,0,2,3.19999980929995,127500,0,1
7,90,13164,13164,1,0,1,1.69999980929995,50000,0,2
5,150,24000,54000,1,0,1,3.09999942779998,200000,0,1
5,96,16680,25680,2,0,2,2.69999980929995,110000,0,2
25,53,5400,5400,2,0,1,1.69999980929995,101500,0,2
2,64,11400,11400,-9999,0,1,1,49000,0,2
5,63,11400,11400,1,0,2,1.69999980929995,114000,0,2
17,85,6360,6360,1,0,2,1.69999980929995,62500,0,2
4,82,14400,14400,-9999,0,1,2.89999961849997,171500,0,2
5,46,9600,9600,1,0,1,2.19999980929995,113500,0,2
3,101,11640,41640,2,0,1,2.69999980929995,167000,0,2
3,116,7200,38300,3,0,1,3.09999942779998,192500,0,2
48,120,7296,16296,1,1,2,2.19999980929995,87500,0,3
0,102,5400,10900,2,1,1,2.69999980929995,99000,0,2
13,84,408,408,2,1,1,2.69999980929995,83500,0,2
0,35,7608,7608,1,0,1,1.69999980929995,74000,0,2
10,24,0,0,-9999,0,2,1,11500,1,1
57,86,5592,5592,3,0,2,1.69999980929995,93500,0,3
13,57,6000,6000,2,0,2,1,38500,0,2
1,40,5568,5568,2,0,2,1,9500,1,2
6,14,0,0,1,0,1,1,27000,0,2
4,112,3384,8384,1,0,2,2.89999961849997,130500,0,2
2,90,5640,45640,2,0,1,2.69999980929995,118000,0,2
30,50,6000,7344,1,0,2,1,42000,0,2
4,150,7536,35536,1,0,2,1.69999980929995,203000,0,3
21,117,6000,6000,2,0,2,2.89999961849997,161500,0,3
3,77,16200,16200,2,0,1,2.69999980929995,124000,0,2
1,70,13200,35200,2,0,1,2.69999980929995,122000,0,2
12,72,10680,10680,1,0,1,3.79999923709998,240000,0,2
1,47,6600,6600,1,0,1,2.19999980929995,108500,0,1
18,78,6000,6000,2,0,2,1.69999980929995,61500,0,3
3,98,4260,28260,1,0,1,2.19999980929995,132500,0,2
4,83,5040,38040,1,0,2,2.19999980929995,79000,0,2
1,83,6960,8560,2,0,2,1.69999980929995,76500,0,2
3,200,6264,26264,1,0,2,2.89999961849997,151500,0,3
33,120,1560,1560,2,1,2,1.69999980929995,91000,0,2
13,120,4800,9600,1,1,1,3,98500,0,2
54,43,3600,3600,2,1,2,1,29000,0,2
2,75,9000,29000,2,0,2,2.69999980929995,154000,0,2
8,120,6720,19720,1,0,1,2.69999980929995,140000,0,2
42,104,900,1900,2,0,2,3.79999923709998,139000,0,2
34,120,5100,5100,2,0,2,1.69999980929995,100500,0,3
0,59,14076,14076,1,0,2,2.19999980929995,69500,0,2
16,70,7200,7200,1,0,2,2.69999980929995,102000,0,2
11,62,0,0,1,0,2,2.39999961849997,94000,0,2
18,105,9600,23300,2,1,1,2.19999980929995,151500,0,2
41,150,2208,2208,2,1,2,1.69999980929995,58500,0,3
9,220,0,0,2,0,1,3.59999942779998,118000,0,1
1,94,5100,5100,1,0,2,1.69999980929995,71000,0,2
18,125,2196,2196,1,0,2,4.39999961849998,126000,0,1
19,80,9120,9120,2,1,2,3.09999942779998,76500,0,2
38,60,0,0,1,1,2,1,36000,0,2
41,112,6852,6852,1,1,2,1,29000,0,3
55,60,3876,3876,2,1,1,1.69999980929995,69000,0,3
21,120,11916,24416,1,1,2,2.19999980929995,162500,0,3
21,150,6696,6696,1,1,1,3.59999942779998,148500,0,3
24,100,3792,3792,1,1,2,2.39999961849997,125500,0,3
2,93,2892,2892,2,1,2,3,134500,0,1
29,50,5412,5412,2,1,2,1.69999980929995,42000,0,2
32,120,9540,20500,1,1,1,1.69999980929995,80000,0,3
21,60,10200,10200,2,1,2,2.19999980929995,90500,0,2
3,51,6600,6600,2,1,1,2.19999980929995,105500,0,2
5,80,6720,6720,1,1,2,1.69999980929995,51500,0,2
18,80,6108,6108,2,1,2,2,75500,0,2
14,155,924,2934,2,1,2,1.69999980929995,23000,1,3
17,110,7200,7200,1,0,1,1.69999980929995,142000,0,3
13,68,7200,7200,2,0,1,1.69999980929995,64000,0,2
3,42,4800,4800,1,0,2,2.19999980929995,111000,0,2
36,90,4020,4020,2,0,2,1.69999980929995,88000,0,2
11,51,8760,10760,2,0,1,2.19999980929995,90000,0,2
0,152,7260,34260,2,0,1,2.69999980929995,127500,0,2
23,75,5664,35664,2,0,2,1.69999980929995,100000,0,2
21,75,8160,8160,2,0,2,1.69999980929995,73000,0,2
13,50,10200,10200,1,0,2,1.69999980929995,48500,0,2
12,57,9000,9000,1,0,2,2.19999980929995,90000,0,2
6,73,16560,16560,1,0,2,2.69999980929995,75500,0,2
6,117,6000,22000,1,0,1,3.69999980929995,108000,0,1
14,100,4800,4800,1,0,2,2.69999980929995,113000,0,2
38,60,3264,3264,3,0,2,1.69999980929995,37000,1,2
10,30,3456,13056,2,0,2,1.69999980929995,91000,0,1
35,95,5892,5892,2,0,2,1.69999980929995,58000,0,3
49,119,10044,10044,1,1,1,3.09999942779998,101000,0,2
29,100,4296,14796,2,1,2,2.39999961849997,116000,0,2
0,89,9480,29480,3,0,2,2,33500,1,2
21,180,8124,12624,2,1,2,2.39999961849997,44500,1,3
0,59,14400,14400,2,0,2,1.69999980929995,63500,0,2
58,120,3192,3192,2,1,2,2.19999980929995,75000,0,2
70,20,2568,2568,-9999,1,1,1.69999980929995,68000,0,-9999
39,28,5040,5040,1,1,2,1,29500,0,2
14,106,6600,61600,3,1,1,1.5,98500,0,3
0,56,9600,9600,2,1,1,1.69999980929995,60000,0,2
15,80,4872,5492,1,1,2,1,42500,0,3
7,86,9504,27504,1,1,2,1.69999980929995,103500,0,2
15,53,11400,11400,2,0,1,2.39999961849997,105500,0,2
2,78,6264,6264,1,0,1,1.69999980929995,169000,0,2
16,28,2760,2760,1,0,2,1,32500,0,2
11,66,7716,7716,3,0,1,2.69999980929995,101500,0,2
2,52,8760,8760,2,0,1,1.69999980929995,73500,0,2
57,60,12000,12000,1,0,1,1.69999980929995,76000,0,2
1,54,5568,5568,3,1,2,1.5,37000,0,2
9,93,21396,25566,2,0,1,1.69999980929995,71500,0,3
11,79,5196,20696,1,0,1,2.89999961849997,113000,0,2
1,62,14040,14040,1,0,1,2.19999980929995,85500,0,2
0,64,5892,33892,3,0,1,1,80000,0,2
6,75,10800,26870,2,0,2,2.69999980929995,132000,0,2
30,80,4800,4800,3,0,2,1.69999980929995,68000,0,2
6,55,10512,30912,2,0,2,2.19999980929995,110500,0,2
10,50,4920,4920,2,0,2,1,34500,0,2
8,99,9780,19780,1,0,1,2.39999961849997,117500,0,2
2,119,6780,35180,1,0,1,3.19999980929995,96000,0,2
15,120,7800,7800,1,0,2,3.19999980929995,153000,0,2
18,60,13080,13080,1,0,1,1.69999980929995,59500,0,2
5,25,5796,5796,2,0,1,1,29000,0,2
8,74,5520,6960,1,0,2,2.19999980929995,107000,0,2
1,175,8052,58052,1,0,1,2.69999980929995,130500,0,3
16,119,3060,38460,2,1,1,2.19999980929995,101000,0,3
42,80,3600,3600,2,1,2,1.69999980929995,43500,0,3
35,120,1200,8000,2,1,1,2.39999961849997,130000,0,2
0,69,19200,19200,2,1,2,1.69999980929995,38000,0,2
4,76,5400,33400,1,1,1,2.19999980929995,140000,0,2
5,140,600,3600,1,1,2,2.69999980929995,106500,0,2
19,190,12000,12000,2,1,1,3.89999961849997,171500,0,2
2,80,4800,23800,2,1,2,2.69999980929995,110000,0,2
5,48,12000,12000,2,1,1,2.19999980929995,96500,0,2
12,119,8424,13809,2,1,2,3.09999942779998,148500,0,2
0,120,0,0,1,0,2,2.19999980929995,128500,0,3
10,63,4380,4380,2,1,2,1.69999980929995,82000,0,2
58,65,8508,8508,2,1,1,1.69999980929995,64500,0,3
15,110,9228,9228,1,1,2,2.69999980929995,121500,0,2
25,120,5172,7372,1,1,1,3.09999942779998,128500,0,3
37,120,4740,4740,2,1,2,2.39999961849997,56000,0,3
1,80,1200,1200,1,1,2,1.69999980929995,64000,0,2
22,89,4356,13856,1,1,1,3.39999961849997,130500,0,2
4,18,4764,4764,-9999,1,1,1,17500,1,1
41,104,5796,5796,1,1,2,1.69999980929995,86000,0,3
12,40,3804,3804,3,1,2,2.39999961849997,118000,0,1
38,160,6600,6600,2,1,1,1.69999980929995,145000,0,3
25,200,3516,18516,2,1,1,3.09999942779998,310000,0,3
10,78,10080,64080,1,1,1,1.69999980929995,91000,0,2
7,42,1008,1008,2,0,1,1.69999980929995,74000,0,2
3,40,5400,5400,2,0,1,1,42500,0,2
2,31,7980,7980,2,0,2,1.69999980929995,62500,0,1
9,36,4560,4560,3,0,2,1.69999980929995,59500,0,2
43,103,10356,10356,1,0,1,1.69999980929995,74000,0,3
12,63,4560,4560,2,0,1,1.69999980929995,127500,0,2
0,237,22200,29200,2,1,1,2.89999961849997,152500,0,3
0,33,7800,7800,1,0,2,1,37000,0,2
5,60,7200,17600,2,0,2,2.39999961849997,70500,0,2
14,65,11136,11136,2,0,2,1,46000,0,2
3,61,12084,12084,2,0,2,1.69999980929995,83000,0,2
17,120,9540,22831,1,0,1,2.89999961849997,186500,0,2
3,78,16272,16272,2,0,1,3.89999961849997,129000,0,1
1,65,6492,42492,2,0,2,2.19999980929995,99000,0,2
2,63,10920,40920,1,0,1,2.19999980929995,105500,0,2
0,77,7800,46200,2,0,2,2.69999980929995,101000,0,2
13,70,6000,52800,1,0,1,1.69999980929995,129000,0,2
3,56,14700,14700,1,0,1,2.69999980929995,62500,1,2
0,84,15840,15840,2,1,2,1.5,42000,0,2
1,23,6156,6156,2,0,1,1,22000,1,2
21,20,4800,4800,3,0,1,1,20000,1,1
16,68,8400,26400,2,0,2,2.19999980929995,137000,0,2
29,80,19200,19200,2,0,1,2.69999980929995,70000,0,2
11,67,7800,18500,2,0,2,2,42000,1,2
2,58,5004,15804,2,0,1,1.69999980929995,48500,0,2
8,31,7200,7200,1,0,2,1,35000,0,2
0,12,4440,4440,1,0,1,1,8500,1,2
25,46,4200,4200,2,0,1,2.19999980929995,137000,0,2
10,80,9480,12580,1,0,2,2.69999980929995,146500,0,2
2,87,5040,41040,1,1,1,3.59999942779998,107000,0,1
2,81,6048,42048,1,1,1,1.69999980929995,140500,0,2
33,37,6840,6840,3,1,2,1,25000,0,2
60,105,19200,19200,1,1,1,1.69999980929995,139000,0,3
1,102,5280,37280,2,1,1,2.19999980929995,112000,0,2
10,115,5700,21700,2,1,2,3.69999980929995,148000,0,1
0,41,6000,6000,2,0,1,1,74000,0,2
0,82,5664,13664,2,1,1,2.19999980929995,92000,0,2
6,67,6600,6600,2,1,2,1.69999980929995,110000,0,2
8,48,11304,11304,2,1,2,1.69999980929995,55500,0,2
15,58,12960,12960,2,1,2,1.69999980929995,69500,0,2
37,102,2244,2657,1,1,2,3.09999942779998,130500,0,2
12,80,9360,9360,2,0,1,2.69999980929995,174000,0,2
13,77,8400,8400,2,0,2,2.89999961849997,139500,0,2
12,194,9720,14520,2,0,2,3.89999961849997,140500,0,2
2,63,8280,8280,1,0,2,1.69999980929995,36000,1,2
5,70,6360,21360,2,0,1,2.19999980929995,109000,0,2
19,56,3996,3996,2,0,2,2.19999980929995,118000,0,2
20,85,5760,5760,2,0,1,1.69999980929995,89500,0,3
7,57,2580,2580,2,0,2,2,34500,1,2
40,35,1608,1608,2,0,2,2.39999961849997,78000,0,1
55,26,960,14760,2,1,1,2.19999980929995,63000,0,1
13,61,5124,5124,2,0,2,1.69999980929995,56500,0,2
9,58,6900,17200,2,0,1,1.69999980929995,129500,0,2
3,51,3000,3000,3,0,1,1.69999980929995,106000,0,2
2,31,3600,8100,1,0,1,1,62000,0,2
4,37,3012,4772,2,0,2,1.69999980929995,74500,0,1
31,107,6600,31600,2,0,1,2.19999980929995,120000,0,2
3,100,6960,28960,2,0,2,2.19999980929995,215500,0,2
2,50,3600,3600,2,0,1,1.69999980929995,65500,0,2
5,74,16440,16440,2,0,1,3.19999980929995,109500,0,1
14,62,12000,12000,2,0,1,2.39999961849997,118500,0,2
29,52,4992,4992,2,1,1,1.69999980929995,48000,0,2
0,18,12000,12000,3,1,2,1,69500,0,1
15,79,14916,21516,1,1,1,2.69999980929995,101000,0,2
15,79,14400,21400,1,1,1,3.19999980929995,104000,0,1
15,116,7308,14308,1,1,1,2.89999961849997,145500,0,2
27,53,7092,7154,2,1,1,3.09999942779998,128500,0,2
15,110,7272,23072,1,1,2,1.69999980929995,58500,0,3
6,40,4008,4008,2,1,2,2.19999980929995,92000,0,1
6,24,5400,5400,2,0,2,1,28000,0,2
3,41,7440,7440,2,0,1,1.69999980929995,59500,0,2
12,107,8808,18808,2,0,2,2.69999980929995,112000,0,2
14,165,9360,9360,2,0,1,1.69999980929995,92000,0,3
5,93,18000,18000,2,0,2,3.19999980929995,109000,0,2
32,43,4236,4236,2,0,2,1.69999980929995,80000,0,2
2,70,7968,29768,1,0,1,2.19999980929995,129000,0,2
3,100,9360,39360,3,0,2,2.69999980929995,79000,0,2
3,79,14340,14340,1,0,2,2.69999980929995,108000,0,2
2,79,5712,25712,1,0,1,2.19999980929995,129000,0,2
12,90,9240,38740,2,0,1,2.39999961849997,166000,0,2
4,61,4800,34800,1,0,1,1.69999980929995,150500,0,2
6,60,10056,14656,3,0,2,1.69999980929995,47000,0,2
4,100,6120,27120,1,0,1,2.19999980929995,134500,0,2
3,61,15936,15936,1,0,2,2.69999980929995,67000,0,1
8,96,8400,8400,1,0,1,2.19999980929995,138500,0,2
24,100,4200,4200,2,0,2,2.39999961849997,109500,0,2
39,70,6720,6720,2,0,2,1.69999980929995,46500,0,2
50,60,2520,2520,3,0,1,1,27000,0,2
2,30,6600,6600,1,1,2,1.69999980929995,99000,0,2
6,50,11160,11160,1,1,1,1.69999980929995,110500,0,2
2,55,1320,28920,2,1,2,2.69999980929995,131500,0,1
0,50,4140,4140,2,1,1,1,54500,0,2
47,30,3240,3240,2,1,2,1,27500,0,2
32,55,5244,5244,2,1,2,2.39999961849997,112500,0,2
11,200,5100,5100,1,1,2,1.69999980929995,93000,0,3
0,75,19200,19200,3,0,2,1.5,87000,0,2
31,140,9240,9240,1,1,1,2.39999961849997,147500,0,3
30,26,4440,4440,2,1,2,1.69999980929995,57500,0,2
1,76,6600,33900,1,1,2,2.19999980929995,100500,0,2
30,56,4560,4560,2,1,2,1.69999980929995,84000,0,2
27,100,6576,17376,2,1,1,2.39999961849997,176000,0,2
2,77,0,0,2,1,1,1.69999980929995,53000,0,2
2,50,6000,6000,2,0,1,1,9500,1,3
25,130,11688,11688,2,1,1,2.39999961849997,29000,1,3
20,100,2100,2100,2,1,1,2.39999961849997,69500,0,2
20,120,2700,2700,2,1,1,2.89999961849997,117000,0,2
0,61,13200,13200,3,0,1,1.69999980929995,29000,1,2
22,75,4356,4356,2,0,1,2.69999980929995,69000,0,1
48,80,1248,1248,1,0,1,1.69999980929995,89500,0,2
56,55,2088,2088,3,0,2,1,21500,1,2
3,200,2052,55052,2,0,2,5.29999923709998,229000,0,1
10,77,5160,5160,1,0,1,2.19999980929995,88500,0,2
35,10,600,600,-9999,0,1,1,28500,0,1
65,80,4200,4200,2,0,2,1.69999980929995,65000,0,2
40,120,2940,2940,2,1,2,1.69999980929995,85000,0,3
18,150,4284,4284,1,0,1,2.89999961849997,137500,0,2
33,66,2856,2856,1,0,2,1.69999980929995,75500,0,3
8,118,5184,28334,1,1,2,2.69999980929995,118000,0,2
29,89,4392,4392,1,0,2,2.39999961849997,100000,0,2
8,76,16224,16224,1,0,2,3.19999980929995,91000,0,1
2,40,4500,4500,1,0,2,1,39000,0,2
1,15,0,0,1,1,2,1,8500,1,1
16,80,6600,6600,2,0,2,3.19999980929995,132000,0,1
2,71,4800,4800,2,0,1,1.69999980929995,66000,0,3
7,85,3600,3600,1,0,1,2.89999961849997,167500,0,2
1,57,16440,16440,1,1,2,2.19999980929995,76500,0,2
4,43,6348,6348,2,1,1,2.69999980929995,58000,1,1
61,93,1296,2396,-9999,1,1,2.89999961849997,107500,0,2
9,120,8040,13040,2,0,1,2.69999980929995,147000,0,2
5,200,6720,6720,1,1,1,2.69999980929995,193000,0,3
0,57,13884,13884,1,1,1,2.19999980929995,78000,0,1
60,100,3588,3588,1,1,1,1.69999980929995,30000,1,3
23,130,0,0,-9999,1,1,1.69999980929995,36000,1,3
53,70,468,468,-9999,1,2,2.89999961849997,124500,0,1
44,50,4800,4800,-9999,1,1,2.39999961849997,98000,0,2
40,140,1332,3532,1,1,1,3.69999980929995,52000,1,2
39,100,540,540,2,0,2,2.39999961849997,110000,0,3
68,70,3600,3600,2,0,1,1.69999980929995,42500,0,2
9,51,13200,13200,2,0,2,1.69999980929995,143000,0,2
11,110,12000,12000,2,0,1,1.69999980929995,180500,0,3
12,121,31500,31500,1,0,1,1.69999980929995,160500,0,3
15,240,3000,14000,2,0,1,2.39999961849997,310000,0,3
20,80,12000,12000,2,0,1,2.19999980929995,111500,0,2
1,140,14400,14400,2,0,2,3.19999980929995,114500,0,2
1,51,18240,18240,1,0,2,1.69999980929995,82000,0,2
58,98,3804,3804,2,1,2,1.69999980929995,82500,0,2
20,78,5184,5544,2,1,1,1.69999980929995,95500,0,2
33,250,13440,13440,1,1,2,3.09999942779998,137500,0,2
52,96,4332,4332,1,1,1,2.19999980929995,87000,0,2
4,68,4800,20600,1,1,1,2.19999980929995,90000,0,2
61,90,2100,2100,2,1,1,2.39999961849997,92000,0,2
27,23,1440,1440,-9999,0,1,1,23500,0,2
6,76,18000,18000,1,0,2,2,76000,0,2
19,75,6648,6648,2,0,2,3.09999942779998,114000,0,2
15,110,3696,7696,-9999,0,2,3.39999961849997,84000,0,2
19,31,4452,4452,1,0,2,1,31000,0,2
14,100,8112,20112,1,0,1,4.99999904629995,136000,0,1
18,78,12480,12480,-9999,0,2,1.69999980929995,63500,0,2
31,35,1200,1200,3,0,1,1,65000,0,2
17,103,11652,21152,2,0,1,2.69999980929995,118500,0,2
0,74,10800,10800,1,0,2,1.69999980929995,63500,0,2
30,80,2424,2424,2,0,1,2.39999961849997,79500,0,2
13,64,6816,16632,1,1,2,1,45500,0,2
34,120,5640,38140,1,1,1,2.69999980929995,114000,0,2
3,85,3732,19332,1,1,1,2.69999980929995,88500,0,2
39,70,3312,3312,1,1,1,1.69999980929995,62500,0,2
2,115,6024,24674,2,1,2,2.69999980929995,144000,0,2
2,57,12372,12372,1,1,1,2.19999980929995,58500,0,2
9,70,6000,6000,3,1,2,1.69999980929995,76500,0,2
7,120,5196,24196,1,1,2,2.19999980929995,136000,0,2
5,90,6444,23044,2,1,1,3.09999942779998,170500,0,2
35,115,6000,6000,1,1,1,2.39999961849997,95500,0,2
13,85,9000,11900,2,1,2,1.69999980929995,73000,0,3
2,76,8424,8424,1,0,2,1.69999980929995,176500,0,2
4,75,4800,29800,2,0,1,3.59999942779998,112000,0,1
16,43,4032,4032,2,0,2,1,73000,0,2
23,75,9600,9600,3,0,2,3.09999942779998,143000,0,2
1,38,7200,7200,1,0,2,1.69999980929995,103500,0,1
3,76,10956,40956,2,0,1,1.69999980929995,142500,0,2
16,107,9936,9936,1,0,2,2.39999961849997,158000,0,2
2,77,7800,37800,2,0,1,2.69999980929995,127000,0,2
1,83,9180,31080,1,0,1,1.69999980929995,96500,0,3
1,78,7200,7200,1,0,2,2.19999980929995,108000,0,1
2,78,20520,47520,1,1,2,1.69999980929995,149500,0,2
6,48,3588,5547,1,1,2,1,38500,0,2
25,50,1788,1788,3,1,1,2.39999961849997,121000,0,2
19,134,4992,14992,2,1,1,3.89999961849997,114000,0,1
20,174,2796,14796,2,1,2,2.69999980929995,93500,0,3
43,63,4200,4200,3,0,2,1,38000,0,3
4,100,4800,4800,1,0,2,1.69999980929995,84000,0,3
17,74,7116,82116,2,0,1,2.39999961849997,99000,0,2
2,97,4320,34320,2,0,2,2.19999980929995,120500,0,2
4,76,5160,44160,1,0,1,2.69999980929995,99500,0,2
15,94,6840,6840,2,0,1,2.89999961849997,116000,0,2
5,35,5952,5952,1,1,2,1,14000,1,2
2,240,4800,46800,2,1,1,2.69999980929995,138500,0,3
17,120,4380,4380,1,1,2,2.89999961849997,190500,0,2
0,79,21600,21600,1,0,1,2.69999980929995,107500,0,2
7,60,11472,11472,2,1,1,1.69999980929995,53000,0,2
5,84,7200,55200,1,1,2,2.19999980929995,225000,0,2
3,31,7584,7584,2,1,2,1,34000,0,2
21,100,16800,16800,1,1,2,1.69999980929995,132500,0,3
26,80,14868,14868,2,1,1,2.39999961849997,154000,0,2
11,237,6000,6000,2,1,1,3.09999942779998,275500,0,3
55,60,4548,4548,1,1,1,2.39999961849997,101000,0,2
7,100,8400,12400,1,1,2,2.69999980929995,129500,0,2
12,71,11376,11376,2,1,2,2.69999980929995,147500,0,2
70,60,396,396,1,1,2,4.09999942779998,83000,1,1
6,250,11700,20700,1,1,2,2.19999980929995,78000,0,3
1,79,7200,7200,1,1,1,1,58000,0,3
2,60,4800,4800,-9999,1,1,1,11500,1,2
2,120,4860,19860,2,1,2,2.69999980929995,70500,0,2
6,63,2640,16740,1,1,2,2.69999980929995,66000,0,2
3,55,11640,11640,2,1,1,1.69999980929995,60000,0,2
6,34,5256,5256,2,1,1,1.69999980929995,57000,0,1
22,76,16140,16140,2,1,1,2.89999961849997,106500,0,2
16,128,6756,12956,1,1,2,3.89999961849997,127500,0,2
7,100,3660,3660,1,0,1,1.69999980929995,44500,0,2
25,90,1560,1560,1,0,1,3.09999942779998,120000,0,2
37,84,1116,1116,2,0,2,3.59999942779998,92500,0,1
9,110,8040,52040,2,0,1,2.69999980929995,99000,0,2
13,120,6504,15504,2,0,1,3.09999942779998,141000,0,2
30,79,3480,3480,2,0,1,1.69999980929995,101000,0,2
8,156,6504,13504,2,0,2,2.69999980929995,118000,0,3
10,180,8400,8400,1,0,2,2.19999980929995,129000,0,2
55,120,6600,6600,2,0,1,2.39999961849997,155500,0,3
3,61,6324,6324,1,0,2,1.5,50500,0,2
3,61,11904,11904,3,0,2,1.5,56000,0,2
68,86,2004,3604,2,1,1,1.69999980929995,50000,0,2
38,84,4800,4800,2,1,2,1,30500,0,3
56,85,6000,6000,1,1,2,1.69999980929995,78000,0,3
7,120,10704,64704,1,1,1,2.69999980929995,144500,0,2
3,120,5856,28856,2,1,2,3.19999980929995,125500,0,2
2,110,7080,29080,1,1,2,2.19999980929995,122000,0,3
0,44,8532,8532,2,0,2,1,18000,1,2
0,59,13632,13632,2,1,1,1,68000,0,2
4,13,1740,1740,2,1,1,1,34500,0,1
2,33,4224,4224,1,1,2,1,24500,0,2
28,75,276,276,1,1,1,3.39999961849997,89000,0,1
6,57,10200,10200,1,1,1,1.69999980929995,102500,0,2
56,100,2100,2100,3,1,1,2.39999961849997,56500,0,2
11,74,13056,13056,1,1,2,3.19999980929995,85000,0,2
71,40,3216,3216,3,1,2,1,21000,1,2
23,100,6396,7658,2,1,2,2.39999961849997,242500,0,2
14,100,5292,5292,3,1,2,3.39999961849997,145000,0,2
4,69,1320,18384,1,1,2,3.19999980929995,109500,0,1
75,50,3960,3960,-9999,1,2,1,27500,0,2
7,176,5472,7096,2,1,2,2,92500,0,3
17,52,6000,6000,3,0,2,1.5,65500,0,2
10,50,0,0,1,0,1,2.39999961849997,131000,0,1
44,55,5040,5040,1,0,2,1,47000,0,2
6,52,12648,12648,2,0,2,2.69999980929995,73000,0,1
55,46,4440,4440,2,0,2,1.69999980929995,76000,0,2
45,63,8400,8400,2,0,2,2.39999961849997,96500,0,2
38,61,5856,23856,2,0,2,1.69999980929995,96000,0,2
15,49,6600,6600,3,0,1,1.69999980929995,47000,0,2
29,35,4560,11560,1,0,1,1,45500,0,2
65,46,7944,7944,2,0,2,1.69999980929995,64500,0,2
30,85,4800,4800,2,0,1,1.69999980929995,66500,0,2
5,57,13176,13176,2,0,1,1.69999980929995,84500,0,2
17,58,5520,22520,2,0,2,1.69999980929995,79000,0,2
3,76,12516,25123,2,0,2,2.69999980929995,101000,0,2
7,130,5940,5940,1,0,2,1.69999980929995,113500,0,3
22,85,4200,5100,1,0,2,2.39999961849997,127500,0,2
13,136,6000,6000,2,0,2,1.69999980929995,71500,0,3
18,80,12000,12000,3,0,1,2.89999961849997,126500,0,2
25,52,6960,6960,2,0,1,2.89999961849997,113500,0,1
31,70,6840,6840,1,0,1,1.69999980929995,61500,0,2
17,81,6960,6960,2,0,1,2.19999980929995,63000,0,2
32,82,4980,4980,1,0,2,1.69999980929995,61500,0,2
18,100,5160,5160,1,0,2,2.19999980929995,106500,0,2
22,91,8004,8004,1,0,1,1.69999980929995,64000,0,3
1,63,12684,12684,1,0,2,2.89999961849997,94000,0,2
15,68,7800,7800,2,0,1,3.09999942779998,151500,0,2
19,86,13704,13704,2,0,1,2.39999961849997,115500,0,2
1,105,5400,45400,2,0,1,2.19999980929995,107000,0,2
6,70,7200,26000,1,0,1,2.19999980929995,91000,0,2
32,130,6708,6708,2,0,1,1.69999980929995,54000,0,3
5,115,6600,6600,2,0,1,2.19999980929995,115000,0,3
4,30,7200,7200,2,0,2,1.5,45500,0,2
1,64,1284,26284,2,0,2,1.69999980929995,122500,0,2
2,63,16968,16968,1,0,1,1.69999980929995,93000,0,2
32,42,2160,2160,1,0,2,1,32000,0,2
21,75,14400,14400,2,0,2,2.39999961849997,85500,0,2
9,35,9552,9552,2,0,2,1,34000,0,2
0,59,4644,28644,2,0,2,1.69999980929995,116500,0,2
11,49,1800,1800,2,0,2,1.69999980929995,73000,0,2
7,116,7092,37540,1,0,1,2.69999980929995,104000,0,2
6,100,6840,31440,2,0,2,1.69999980929995,57000,0,2
1,117,9000,39000,1,0,2,1.69999980929995,108500,0,3
24,115,3600,3600,2,0,1,3.09999942779998,141500,0,2
23,120,6240,10740,2,0,1,1.69999980929995,100500,0,3
32,86,5820,17820,2,1,1,2.69999980929995,154000,0,2
34,72,4800,7500,1,1,1,1.69999980929995,62000,0,2
62,144,1860,2940,1,1,1,2.39999961849997,117000,0,3
5,35,7500,7500,3,1,1,1,36500,0,2
4,110,3120,30120,2,0,1,2.39999961849997,77000,0,2
6,105,6840,30840,2,0,2,2.69999980929995,80500,0,2
48,77,5340,6156,2,1,2,1.69999980929995,81000,0,3
34,60,1320,1320,3,1,2,1.69999980929995,47000,0,2
6,200,3600,12600,1,1,1,3.09999942779998,95500,0,2
26,28,3036,3176,1,0,2,1.69999980929995,34000,1,1
0,20,3600,3600,2,0,1,1.69999980929995,120500,0,2
62,79,5832,5832,1,0,1,1.69999980929995,74500,0,2
3,55,12000,12000,1,0,2,2.19999980929995,110500,0,2
42,82,6888,6888,1,0,1,1.69999980929995,65500,0,2
25,84,6600,6600,2,0,2,1.69999980929995,125500,0,2
27,64,12360,12360,1,0,1,1.69999980929995,94500,0,2
1,12,5280,5280,2,0,1,1,13500,1,2
1,72,22800,22800,1,0,1,1.69999980929995,90500,0,2
0,22,7800,7800,2,0,2,1,8500,1,1
4,38,9120,9120,1,0,2,1,30500,0,2
1,64,14400,14400,2,0,2,2.69999980929995,102000,0,2
19,84,8160,36360,2,0,1,2.89999961849997,143500,0,2
0,33,3288,17288,2,0,2,3.09999942779998,160000,0,1
